# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = tmpltgry_al_model
# start_datetime = 2025-01-24 14:26:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 200
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/9z/bf6qfjvd695cjkj7s4ss1cxh0000gn/T/tmpnvbn_v57/9qba0r9r.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /var/folders/9z/bf6qfjvd695cjkj7s4ss1cxh0000gn/T/tmpnvbn_v57/two_step_model8b0ad4f9/two_step_model-20250124092625_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = --filename-in-msg=two_step_model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha_exec,alpha_idea
# Adaptation terminated
# Step size = 0.111596
# Diagonal elements of inverse mass matrix:
# 1.25188, 0.011343, 0.00758529
-89.1508,0.907634,0.111596,4,15,0,91.6274,-14.0041,1.15382,1.05564
-86.6642,0.999418,0.111596,4,15,0,89.5085,-14.6669,1.1143,1.19787
-86.7696,0.976962,0.111596,4,19,0,87.0003,-14.4643,1.11264,1.17206
-86.9363,0.979033,0.111596,4,19,0,87.562,-14.4665,1.0859,1.17996
-88.3082,0.997591,0.111596,4,15,0,88.8802,-13.6382,0.973746,1.15697
-86.703,0.987829,0.111596,4,31,0,89.2616,-14.6839,1.11615,1.20867
-87.0418,0.971121,0.111596,4,15,0,87.4359,-14.4764,1.07915,1.21712
-86.9827,0.99963,0.111596,5,39,0,88.058,-16.0865,1.23869,1.30805
-86.9519,0.979801,0.111596,5,31,0,87.2301,-15.8749,1.20195,1.31635
-87.4424,0.897001,0.111596,4,23,0,88.6283,-15.7735,1.19397,1.26603
-87.6642,0.956156,0.111596,5,43,0,90.0642,-13.8954,1.09929,1.10925
-86.734,0.999437,0.111596,5,47,0,88.2223,-15.0672,1.12443,1.25374
-87.463,0.920526,0.111596,5,47,0,88.4896,-14.013,1.10766,1.10728
-87.0651,0.961357,0.111596,5,47,0,88.1501,-14.7159,1.1134,1.23079
-87.1959,0.991494,0.111596,4,31,0,87.6642,-15.1427,1.10267,1.27306
-87.0306,0.999851,0.111596,3,7,0,87.2182,-15.1248,1.10835,1.27407
-87.3849,0.869651,0.111596,2,7,0,88.9084,-15.0172,1.12904,1.26991
-87.5639,0.985474,0.111596,4,19,0,87.8715,-15.0068,1.14877,1.18564
-87.3741,1,0.111596,2,3,0,87.6564,-14.9999,1.15299,1.1852
-87.7927,0.940399,0.111596,4,27,0,88.4554,-15.1783,1.19828,1.23747
-87.4468,0.993631,0.111596,5,41,0,89.026,-16.3004,1.22885,1.32408
-87.0189,1,0.111596,3,11,0,87.4494,-16.1468,1.24423,1.30875
-88.5117,0.954151,0.111596,5,31,0,88.8526,-17.1489,1.29275,1.44066
-88.0138,0.962409,0.111596,3,15,0,89.4321,-16.7103,1.28124,1.3882
-90.3764,0.986112,0.111596,4,15,0,90.6317,-16.533,1.17127,1.46826
-90.012,0.82765,0.111596,3,7,0,91.9752,-16.6296,1.15788,1.46209
-89.772,0.999633,0.111596,5,47,0,91.0957,-14.2957,1.19112,1.05967
-91.0167,0.900837,0.111596,3,7,0,91.5713,-14.0516,1.19424,1.03916
-87.6978,0.99859,0.111596,5,31,0,91.313,-14.7172,1.06904,1.26856
-89.5599,0.796295,0.111596,5,31,0,92.2886,-17.6996,1.41646,1.402
-87.4787,0.884927,0.111596,4,23,0,91.2769,-15.7975,1.14856,1.34214
-87.9902,0.996518,0.111596,5,47,0,88.9161,-13.5387,1.06364,1.0611
-87.2665,0.933111,0.111596,5,63,0,89.5407,-15.2358,1.1063,1.28629
-88.0929,0.981151,0.111596,5,47,0,88.4596,-13.619,1.08684,1.06835
-87.7421,0.999686,0.111596,3,7,0,88.2207,-13.6943,1.06371,1.07998
-87.3187,0.944534,0.111596,5,51,0,88.9635,-15.4819,1.14833,1.31494
-87.0339,0.978924,0.111596,2,7,0,87.6725,-15.5552,1.14585,1.30533
-88.82,0.809665,0.111596,2,3,0,88.9686,-15.3567,1.16359,1.31405
-88.9057,1,0.111596,2,7,0,89.3402,-15.6821,1.11702,1.31122
-89.2727,0.975327,0.111596,4,27,0,91.7923,-13.8269,1.04525,1.18493
-89.2776,0.974027,0.111596,3,11,0,90.562,-14.2408,1.05064,1.13792
-88.4741,0.98351,0.111596,3,15,0,91.9039,-13.8727,1.12653,1.07706
-90.2159,0.96794,0.111596,3,7,0,90.7003,-13.9619,1.1535,1.02598
-89.8809,0.819616,0.111596,2,3,0,91.7771,-13.7801,1.14691,1.02974
-88.5067,0.993216,0.111596,4,15,0,91.3288,-13.2405,0.95679,1.10954
-88.1277,0.941309,0.111596,4,15,0,89.4436,-13.676,0.98728,1.14418
-87.9416,0.99117,0.111596,2,7,0,88.4238,-13.5998,1.01156,1.15184
-88.9627,0.966324,0.111596,5,47,0,91.0345,-17.6358,1.33542,1.43293
-89.4522,0.995783,0.111596,5,47,0,92.6685,-12.5491,0.941324,1.05426
-88.9903,1,0.111596,2,5,0,89.4914,-12.631,0.945013,1.05197
-88.2641,0.999798,0.111596,4,15,0,89.2073,-13.1063,0.963965,1.0929
-87.7997,0.981453,0.111596,4,23,0,88.7695,-13.6748,1.07957,1.07508
-89.6692,0.851712,0.111596,4,15,0,90.3931,-14.3043,1.14109,1.07085
-88.3051,1,0.111596,2,3,0,89.7963,-14.2008,1.14268,1.08284
-88.9719,0.796187,0.111596,1,3,0,89.6293,-14.0393,1.15171,1.09106
-86.8631,0.99992,0.111596,5,39,0,89.5404,-15.3049,1.13651,1.28248
-87.1283,0.960687,0.111596,4,19,0,87.3214,-15.8008,1.22469,1.25508
-86.8519,0.993597,0.111596,3,15,0,88.3333,-15.6217,1.17311,1.30073
-87.198,0.999465,0.111596,4,31,0,87.8111,-16.4077,1.25459,1.33896
-86.9026,0.986321,0.111596,5,31,0,87.788,-15.5938,1.21317,1.24295
-88.7523,0.847726,0.111596,4,27,0,90.0212,-16.3841,1.25663,1.28594
-89.6025,0.886201,0.111596,4,23,0,92.6489,-16.6432,1.30377,1.38568
-88.5058,0.986748,0.111596,5,31,0,90.8698,-15.1247,1.17726,1.26319
-86.8089,0.861691,0.111596,3,15,0,90.5096,-15.3855,1.17063,1.24337
-87.7297,0.967254,0.111596,5,35,0,88.3663,-14.3111,1.14325,1.13876
-87.5162,1,0.111596,2,3,0,87.8166,-14.5507,1.12872,1.14054
-88.642,1,0.111596,4,15,0,88.9801,-13.2641,0.966909,1.13929
-86.8987,0.992937,0.111596,5,31,0,89.1,-14.2929,1.0976,1.16713
-87.5076,0.992864,0.111596,4,31,0,88.1372,-14.9072,1.08046,1.27991
-87.2779,0.975691,0.111596,4,15,0,88.0439,-14.7958,1.1501,1.16285
-86.9101,0.929323,0.111596,4,15,0,89.033,-14.1897,1.08004,1.15228
-86.7825,0.858961,0.111596,4,23,0,89.0659,-14.4629,1.08547,1.19285
-88.0977,0.959313,0.111596,5,31,0,88.5377,-13.3351,1.04948,1.06011
-88.0902,0.994966,0.111596,4,21,0,90.3921,-14.1602,1.13904,1.08715
-88.0124,0.962342,0.111596,5,31,0,88.9455,-13.8126,1.09657,1.07067
-88.3553,0.952741,0.111596,2,3,0,88.5191,-13.8579,1.09813,1.06467
-88.8857,0.954792,0.111596,2,3,0,89.3019,-13.7324,1.12258,1.05691
-90.345,0.790094,0.111596,4,23,0,93.303,-13.2269,1.03679,1.00183
-87.9553,0.998231,0.111596,4,31,0,91.2962,-14.6749,1.05112,1.27301
-89.1282,0.998576,0.111596,4,15,0,89.3007,-14.6829,1.02092,1.30028
-90.1563,0.926202,0.111596,3,7,0,90.6128,-14.6788,1.01643,1.32003
-89.9901,0.831619,0.111596,4,31,0,94.2181,-15.7883,1.17312,1.37901
-89.1773,0.982341,0.111596,5,43,0,92.0215,-15.0508,1.16924,1.2677
-87.9219,0.981656,0.111596,4,27,0,92.6203,-17.0072,1.31,1.36905
-87.6379,0.99915,0.111596,5,31,0,88.0353,-16.6805,1.24489,1.38622
-87.089,0.997785,0.111596,5,47,0,89.1453,-14.5563,1.13668,1.14914
-87.8088,0.98378,0.111596,5,47,0,88.3428,-16.6437,1.22848,1.39839
-87.0605,0.829739,0.111596,5,39,0,89.7778,-14.7811,1.16811,1.17104
-87.8838,0.881749,0.111596,2,7,0,88.2793,-14.9901,1.1499,1.17685
-86.6176,0.951472,0.111596,3,11,0,88.6627,-14.968,1.14433,1.22179
-87.2743,0.927964,0.111596,3,15,0,87.8461,-15.2009,1.17916,1.19658
-93.7814,0.624685,0.111596,4,23,0,95.007,-15.7245,1.05812,1.33566
-88.6942,0.890696,0.111596,2,3,0,95.2813,-15.4543,1.08452,1.35397
-87.0313,0.999801,0.111596,5,31,0,88.8352,-15.1824,1.19854,1.1986
-87.2273,0.997539,0.111596,4,23,0,87.6437,-14.6491,1.06553,1.24196
-87.2273,0.615529,0.111596,2,7,0,90.8515,-14.6491,1.06553,1.24196
-86.9669,1,0.111596,3,7,0,87.2845,-14.71,1.08473,1.23814
-86.7149,0.91361,0.111596,3,7,0,87.6679,-14.8312,1.11662,1.21345
-86.8535,0.980854,0.111596,4,31,0,87.2028,-15.3247,1.19998,1.22543
-86.609,0.983061,0.111596,4,15,0,87.1615,-15.1143,1.14738,1.2373
-86.9934,0.909108,0.111596,3,15,0,87.7256,-15.0169,1.18394,1.19831
-87.0715,0.967555,0.111596,5,63,0,87.9544,-14.7272,1.16371,1.16649
-88.3201,0.924688,0.111596,3,15,0,89.2935,-14.9191,1.18238,1.13947
-88.2483,0.94311,0.111596,5,63,0,95.3418,-15.4973,1.22006,1.27505
-87.2636,0.946478,0.111596,4,23,0,90.7098,-13.8851,1.07704,1.12212
-87.2687,0.944639,0.111596,5,31,0,87.9231,-14.9218,1.10968,1.21549
-86.8268,0.996636,0.111596,4,27,0,87.6634,-14.463,1.0815,1.20154
-87.2469,0.952244,0.111596,2,3,0,87.2905,-14.5513,1.07107,1.20061
-89.6535,0.775476,0.111596,3,15,0,90.4969,-14.7997,1.07051,1.20072
-88.3959,0.815741,0.111596,2,3,0,93.0292,-14.3416,1.1222,1.1874
-88.4405,0.999809,0.111596,3,15,0,89.0371,-14.9576,1.13253,1.17849
-89.144,0.942792,0.111596,3,15,0,90.2961,-15.4788,1.13193,1.25248
-87.078,0.947257,0.111596,3,15,0,90.7818,-15.1888,1.19914,1.21567
-87.8528,0.743664,0.111596,1,3,0,89.0117,-15.3981,1.18647,1.20714
-87.8065,0.939019,0.111596,3,11,0,88.9746,-15.0818,1.21405,1.19469
-88.269,0.897456,0.111596,1,1,0,88.339,-15.0489,1.21605,1.19765
-88.6361,0.974725,0.111596,3,9,0,90.0654,-15.3805,1.25505,1.16049
-89.8109,0.671379,0.111596,2,3,0,90.8345,-15.1913,1.26727,1.17135
-87.3887,0.978064,0.111596,5,39,0,91.0538,-14.4349,1.10392,1.14607
-87.3203,0.999063,0.111596,4,31,0,89.7323,-15.422,1.1868,1.22071
-87.3059,0.996722,0.111596,3,15,0,88.9235,-15.0388,1.12976,1.27061
-87.0999,1,0.111596,3,11,0,87.6106,-15.2732,1.14136,1.24405
-88.3271,0.984362,0.111596,5,31,0,89.1174,-15.2905,1.24517,1.16192
-87.5153,0.730053,0.111596,2,7,0,90.9825,-15.1866,1.21968,1.19298
-87.8983,0.951572,0.111596,5,51,0,88.5464,-15.6575,1.23661,1.2099
-87.0618,0.990726,0.111596,3,15,0,88.9519,-15.2983,1.19832,1.23918
-88.3094,0.941914,0.111596,4,19,0,88.7244,-15.9582,1.14948,1.33364
-88.8757,0.842515,0.111596,3,7,0,92.5046,-15.7973,1.12434,1.38716
-90.0892,0.891521,0.111596,2,3,0,90.1914,-16.1046,1.11416,1.38316
-91.9562,0.943308,0.111596,4,31,0,92.9108,-15.2575,1.07831,1.38483
-90.6865,0.997713,0.111596,3,7,0,92.043,-15.3545,1.08399,1.38071
-90.1608,0.728919,0.111596,2,3,0,93.795,-15.6552,1.06849,1.36335
-93.2461,0.82811,0.111596,2,3,0,94.0062,-15.3242,1.07628,1.40485
-90.275,1,0.111596,2,3,0,93.8459,-15.398,1.05345,1.38223
-90.275,0.570178,0.111596,2,3,0,93.4764,-15.398,1.05345,1.38223
-88.7431,0.916476,0.111596,4,15,0,92.5325,-15.8825,1.11527,1.37278
-87.3872,0.97058,0.111596,4,15,0,89.2526,-15.5579,1.12889,1.3193
-88.7043,0.826337,0.111596,5,39,0,90.2389,-15.1494,1.06086,1.29595
-89.2115,0.905196,0.111596,2,7,0,90.2553,-14.9293,1.10281,1.30263
-87.6755,0.999059,0.111596,5,63,0,92.5711,-13.9318,1.10654,1.0923
-87.8779,0.936822,0.111596,4,17,0,89.6387,-13.2371,0.999691,1.09091
-87.2572,0.969735,0.111596,5,31,0,89.1433,-15.9519,1.25171,1.25954
-87.4702,0.957235,0.111596,5,31,0,87.985,-16.2555,1.21274,1.33295
-88.3534,0.997612,0.111596,5,31,0,89.6551,-15.7844,1.27755,1.20265
-87.082,0.995649,0.111596,4,15,0,88.6954,-16.0344,1.23505,1.28596
-86.8663,0.999446,0.111596,5,47,0,87.4222,-15.0492,1.116,1.24547
-87.3862,0.941245,0.111596,4,23,0,87.7192,-15.4145,1.18127,1.22235
-89.852,0.844341,0.111596,5,31,0,91.4587,-15.2562,1.22405,1.13689
-86.6892,0.712785,0.111596,3,11,0,93.7029,-15.0416,1.13532,1.24629
-88.4916,0.92008,0.111596,5,55,0,89.3116,-16.7508,1.30683,1.31026
-87.7881,0.998003,0.111596,2,3,0,88.5389,-16.6489,1.31147,1.31674
-87.5097,0.993741,0.111596,4,31,0,88.8807,-15.8562,1.2665,1.24348
-87.7472,0.984153,0.111596,5,55,0,88.126,-15.8259,1.25691,1.22615
-90.1369,0.700148,0.111596,4,31,0,94.7424,-13.8565,0.990492,1.23299
-87.4295,0.985097,0.111596,4,31,0,93.3345,-15.8439,1.15793,1.32523
-87.0557,0.971476,0.111596,3,11,0,88.1293,-15.7704,1.16965,1.30736
-87.9703,0.945401,0.111596,5,31,0,89.0351,-16.5919,1.21372,1.39385
-86.7622,0.924423,0.111596,5,51,0,89.8189,-15.211,1.15978,1.25604
-87.5674,0.939243,0.111596,3,15,0,87.9876,-15.211,1.10146,1.27194
-87.3647,0.898854,0.111596,2,3,0,88.6567,-14.988,1.10668,1.27824
-87.3695,0.983258,0.111596,5,63,0,88.517,-14.8075,1.08384,1.22508
-87.3243,0.989028,0.111596,3,15,0,88.9536,-14.4852,1.12549,1.1885
-86.8465,0.998925,0.111596,5,47,0,88.2699,-15.9085,1.21091,1.30331
-86.8111,0.996221,0.111596,3,15,0,86.9951,-15.8199,1.21301,1.28343
-87.1876,0.931103,0.111596,3,11,0,87.675,-15.7136,1.19758,1.30871
-86.8528,0.995545,0.111596,1,3,0,87.1804,-15.7842,1.19277,1.30643
-86.7493,0.996898,0.111596,5,47,0,87.7943,-14.7122,1.1282,1.18454
-86.8876,0.987648,0.111596,2,7,0,86.9272,-14.5899,1.13367,1.18219
-86.8876,0.509491,0.111596,1,3,0,90.0328,-14.5899,1.13367,1.18219
-87.2836,0.995823,0.111596,4,31,0,87.6471,-14.008,1.05203,1.13777
-87.5172,0.998168,0.111596,4,31,0,90.2941,-16.2307,1.21284,1.36809
-89.5338,0.99817,0.111596,4,15,0,89.7279,-16.5656,1.1785,1.45421
-88.0624,0.992291,0.111596,4,15,0,90.4077,-17.0935,1.28465,1.40745
-88.4544,0.772796,0.111596,3,11,0,92.3369,-17.3919,1.34447,1.39617
-89.7924,0.641723,0.111596,2,3,0,92.8258,-17.1828,1.37989,1.38415
-88.9178,1,0.111596,2,3,0,89.7455,-17.2649,1.37216,1.38559
-90.3725,0.812279,0.111596,3,7,0,91.2126,-16.95,1.38067,1.35385
-91.457,0.985148,0.111596,3,7,0,93.057,-17.3618,1.43276,1.2872
-91.6902,0.96389,0.111596,3,7,0,92.0335,-17.157,1.44573,1.29674
-89.6747,0.965715,0.111596,4,31,0,92.9783,-17.3671,1.36653,1.42678
-89.1127,1,0.111596,2,3,0,89.9708,-17.6079,1.35494,1.40464
-87.3675,0.999262,0.111596,5,31,0,89.6583,-16.1955,1.19628,1.35285
-87.1353,0.999491,0.111596,3,11,0,87.4841,-16.0672,1.21818,1.33472
-86.7317,0.998481,0.111596,4,27,0,87.6958,-15.1971,1.13865,1.26457
-87.4523,0.926044,0.111596,5,31,0,87.9938,-14.3105,1.13466,1.1429
-87.1944,0.999981,0.111596,4,23,0,88.2488,-14.6653,1.06752,1.24066
-87.5051,0.982932,0.111596,2,7,0,87.6322,-14.6608,1.0544,1.24578
-86.7506,0.97688,0.111596,3,11,0,88.0631,-14.8161,1.10477,1.22707
-86.7226,0.994509,0.111596,3,15,0,88.1877,-14.908,1.15702,1.20052
-87.0103,0.997474,0.111596,4,31,0,87.5332,-14.0459,1.05574,1.15652
-88.7122,0.755511,0.111596,3,15,0,90.2075,-14.2693,1.09087,1.11243
-87.034,0.991077,0.111596,3,11,0,89.127,-14.0596,1.08164,1.13285
-87.8947,0.885449,0.111596,3,15,0,89.4076,-14.1449,1.022,1.1792
-88.1824,0.957228,0.111596,2,3,0,88.3193,-13.8755,1.03207,1.18613
-87.1512,0.977216,0.111596,3,15,0,90.55,-14.2016,1.10869,1.12657
-88.2658,0.919318,0.111596,5,31,0,89.0681,-13.6352,1.06342,1.06137
-88.632,0.930396,0.111596,5,31,0,89.5981,-13.051,0.965076,1.10718
-87.2895,0.618998,0.111596,4,25,0,94.8641,-15.2475,1.10993,1.27718
-89.4223,0.996024,0.111596,3,15,0,91.3759,-15.7402,1.29098,1.173
-88.5785,0.99649,0.111596,4,15,0,92.7428,-15.7841,1.27709,1.19675
-88.6696,0.720131,0.111596,4,31,0,92.3089,-15.2424,1.16313,1.19129
-87.7207,0.990107,0.111596,5,35,0,90.4004,-16.3491,1.19737,1.38417
-88.0111,0.998302,0.111596,5,31,0,88.3658,-16.6697,1.32709,1.31658
-88.295,0.930986,0.111596,4,15,0,88.8393,-16.6378,1.30528,1.36072
-87.8846,0.882583,0.111596,2,3,0,89.8158,-16.8648,1.28897,1.35855
-87.6038,0.999602,0.111596,4,23,0,88.4595,-15.868,1.17924,1.34974
-88.8112,0.989568,0.111596,4,15,0,89.3001,-16.0699,1.14834,1.40491
-90.1285,0.893933,0.111596,2,5,0,90.9396,-16.0354,1.13411,1.42819
-88.1675,0.987186,0.111596,4,31,0,90.7678,-16.6947,1.27834,1.32899
-87.599,0.975836,0.111596,4,31,0,90.3883,-14.5604,1.08058,1.18157
-88.0727,0.997748,0.111596,4,19,0,88.2904,-14.6995,1.18494,1.16789
-87.4105,0.93439,0.111596,2,3,0,88.8797,-14.6692,1.17015,1.16299
-86.9408,0.991778,0.111596,3,15,0,88.0988,-14.4425,1.08866,1.20328
-88.2683,0.997296,0.111596,5,31,0,89.0574,-17.1934,1.33601,1.39977
-87.645,0.990811,0.111596,5,39,0,89.5145,-13.5191,1.00608,1.13034
-89.0077,0.999647,0.111596,5,31,0,89.3217,-12.7608,1.0009,1.00668
-89.0327,0.883533,0.111596,2,3,0,89.8273,-12.7977,1.0034,1.00444
-90.5277,0.72316,0.111596,2,3,0,90.8965,-12.9281,0.995761,0.993588
-89.0956,0.996091,0.111596,5,31,0,90.7632,-12.5738,0.939135,1.04739
-86.9692,0.999293,0.111596,4,31,0,89.5393,-14.685,1.13567,1.16715
-89.3256,0.658574,0.111596,2,3,0,89.5869,-14.4883,1.16029,1.18344
-88.966,0.998321,0.111596,4,23,0,90.2248,-15.7933,1.18898,1.24891
-88.1589,0.99819,0.111596,3,15,0,91.0572,-15.7718,1.21082,1.23805
-88.6833,0.99945,0.111596,4,23,0,89.4832,-16.3212,1.24223,1.38293
-87.7306,1,0.111596,2,3,0,88.6296,-16.5129,1.22144,1.36859
-88.3784,0.981059,0.111596,2,7,0,88.8378,-16.2938,1.20509,1.39912
-88.29,0.842989,0.111596,1,3,0,90.0292,-16.5006,1.19497,1.38641
-87.77,0.957667,0.111596,4,15,0,89.3895,-16.1638,1.22676,1.29335
-88.3339,0.950405,0.111596,2,7,0,88.8736,-15.9537,1.25023,1.31715
-87.854,0.992939,0.111596,4,23,0,89.6264,-15.2263,1.11724,1.31216
-87.1724,0.999155,0.111596,4,27,0,88.222,-14.9675,1.10148,1.27186
-87.0794,0.996577,0.111596,4,15,0,87.2842,-14.993,1.09771,1.25345
-86.8723,0.985246,0.111596,5,31,0,87.5033,-15.8511,1.21004,1.28472
-87.2666,0.995065,0.111596,5,63,0,88.4611,-14.6755,1.15394,1.14851
-87.1327,0.995556,0.111596,3,7,0,87.3344,-14.5282,1.14612,1.1592
-87.3394,0.972921,0.111596,3,15,0,87.8431,-14.1956,1.07274,1.18921
-86.9686,0.996222,0.111596,4,31,0,87.8142,-14.6492,1.08619,1.23277
-86.9207,0.932189,0.111596,5,31,0,87.7376,-15.7869,1.21596,1.26699
-87.0796,0.999973,0.111596,2,7,0,87.1779,-15.7233,1.23677,1.25913
-88.1213,0.999861,0.111596,5,31,0,89.1517,-16.8888,1.24415,1.41686
-89.5248,0.944956,0.111596,3,15,0,90.0691,-16.7906,1.21611,1.46435
-92.0571,1,0.111596,5,31,0,93.7788,-19.0407,1.48733,1.56034
-93.5608,0.854854,0.111596,2,7,0,94.0519,-19.2929,1.4666,1.53504
-91.0976,0.957697,0.111596,4,19,0,95.5759,-18.2182,1.30805,1.56031
-89.4355,0.836783,0.111596,5,31,0,94.5609,-16.6025,1.22309,1.34466
-87.4296,0.992163,0.111596,2,7,0,89.8542,-16.4809,1.23064,1.37005
-87.3167,0.95594,0.111596,5,31,0,89.0687,-15.6997,1.20547,1.24766
-87.5626,1,0.111596,4,27,0,87.8845,-16.0534,1.25102,1.2628
-89.0503,0.9613,0.111596,5,39,0,89.9831,-14.8704,1.02753,1.29155
-88.0144,0.901674,0.111596,5,39,0,91.0369,-15.4173,1.0974,1.333
-91.2752,0.678743,0.111596,4,27,0,93.7307,-14.1282,1.06978,1.23167
-88.2578,0.993028,0.111596,5,39,0,92.7664,-16.0051,1.20385,1.27929
-88.2192,0.999002,0.111596,3,15,0,89.3692,-15.3293,1.18002,1.28827
-87.3431,0.838803,0.111596,3,11,0,91.1734,-16.1543,1.25657,1.3178
-87.6586,0.999244,0.111596,4,23,0,87.8061,-16.5091,1.27872,1.35437
-87.327,0.998408,0.111596,2,7,0,87.7121,-16.5276,1.26602,1.35183
-87.6665,0.973166,0.111596,3,15,0,88.4116,-16.1293,1.20129,1.36801
-89.7793,0.637702,0.111596,2,7,0,93.7612,-16.6167,1.17784,1.39939
-91.3796,1,0.111596,5,35,0,92.3039,-18.1187,1.44998,1.46903
-90.1406,0.99355,0.111596,2,7,0,92.3063,-18.226,1.4029,1.4558
-90.7491,0.96066,0.111596,3,7,0,90.9453,-18.071,1.42481,1.48056
-93.3316,0.766424,0.111596,3,13,0,97.5081,-18.2446,1.34067,1.46801
-89.4923,1,0.111596,2,3,0,93.353,-18.0683,1.3661,1.49102
-86.95,0.993313,0.111596,5,31,0,89.8564,-15.0776,1.11016,1.2577
-86.9119,0.996824,0.111596,3,7,0,87.0335,-15.0038,1.10889,1.26189
-86.8527,0.989499,0.111596,5,31,0,89.8358,-14.7923,1.09553,1.23793
-87.2869,0.986805,0.111596,4,31,0,87.9865,-15.2563,1.1069,1.29043
-88.3152,0.734408,0.111596,3,11,0,90.9693,-14.9232,1.16608,1.23897
-88.7267,1,0.111596,3,11,0,90.4161,-15.4409,1.19939,1.1907
# 
#  Elapsed Time: 0.12 seconds (Warm-up)
#                0.299 seconds (Sampling)
#                0.419 seconds (Total)
# 
