# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = tmpltgry_al_model
# start_datetime = 2025-01-24 14:26:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 200
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/9z/bf6qfjvd695cjkj7s4ss1cxh0000gn/T/tmpnvbn_v57/9qba0r9r.json
# init = 2 (Default)
# random
#   seed = 123
# output
#   file = /var/folders/9z/bf6qfjvd695cjkj7s4ss1cxh0000gn/T/tmpnvbn_v57/two_step_model8b0ad4f9/two_step_model-20250124092625_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = --filename-in-msg=two_step_model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha0,alpha_exec,alpha_idea
# Adaptation terminated
# Step size = 0.101181
# Diagonal elements of inverse mass matrix:
# 2.3098, 0.0201026, 0.0144413
-88.4331,0.936725,0.101181,3,11,0,90.1204,-17.117,1.31617,1.36487
-88.605,0.778177,0.101181,5,47,0,91.9096,-15.8639,1.2987,1.23207
-87.6348,0.992499,0.101181,2,7,0,88.826,-15.9164,1.26574,1.2384
-87.7559,0.955171,0.101181,4,19,0,89.44,-16.8586,1.29827,1.3798
-87.2126,0.919024,0.101181,4,23,0,89.6286,-15.2476,1.19732,1.23655
-90.3286,0.470605,0.101181,2,3,0,90.7462,-15.1459,1.21235,1.25137
-88.6906,1,0.101181,2,3,0,89.8081,-15.6646,1.1875,1.23368
-86.7336,0.726035,0.101181,2,3,0,89.8121,-15.5591,1.20125,1.2583
-88.4544,0.696739,0.101181,3,11,0,89.0074,-15.8108,1.188,1.25959
-86.9014,0.791547,0.101181,5,39,0,91.6306,-15.8487,1.18855,1.31149
-86.9655,0.964902,0.101181,4,31,0,89.7519,-14.9836,1.1718,1.18445
-88.1235,0.927629,0.101181,4,31,0,88.6679,-13.3317,0.989032,1.12638
-87.9725,0.93639,0.101181,4,19,0,88.8137,-14.0629,1.12197,1.12419
-87.1233,0.825106,0.101181,2,3,0,88.4525,-14.2263,1.10746,1.12944
-87.0144,0.947519,0.101181,4,15,0,87.4402,-14.6033,1.09676,1.18592
-87.4116,0.979643,0.101181,4,31,0,90.4033,-15.9996,1.17374,1.35364
-87.0204,0.972469,0.101181,4,15,0,87.9061,-15.7562,1.17775,1.32004
-86.7907,0.982964,0.101181,4,27,0,87.7698,-14.9483,1.12642,1.21705
-87.3562,0.996529,0.101181,5,35,0,87.555,-16.4264,1.26957,1.34065
-87.7831,0.903092,0.101181,2,7,0,88.1508,-16.4946,1.24337,1.33521
-89.2869,0.806348,0.101181,4,23,0,90.5063,-14.6636,1.13405,1.24061
-86.7343,0.712942,0.101181,2,7,0,92.2257,-14.9161,1.15076,1.19642
-87.3606,0.997948,0.101181,4,31,0,88.3151,-13.8156,1.02675,1.15687
-87.969,0.848079,0.101181,2,3,0,88.2108,-13.9871,1.01435,1.16075
-89.9268,0.96196,0.101181,5,47,0,92.1235,-18.0374,1.42217,1.45807
-88.4054,0.982133,0.101181,4,31,0,90.8527,-17.0046,1.32123,1.343
-87.4748,0.967493,0.101181,4,31,0,90.7135,-14.9775,1.13643,1.19338
-86.9372,0.968026,0.101181,4,27,0,87.79,-14.9947,1.17551,1.20693
-88.3221,0.991701,0.101181,3,11,0,88.7739,-15.0857,1.23548,1.15651
-86.9958,0.998907,0.101181,4,31,0,88.936,-14.4247,1.12764,1.15867
-88.0301,0.987843,0.101181,3,15,0,90.156,-14.2065,1.01687,1.22967
-86.8386,0.966827,0.101181,2,7,0,90.8123,-14.452,1.07951,1.20111
-87.8372,0.994557,0.101181,4,31,0,88.2691,-13.4834,1.04971,1.06761
-87.0007,0.944279,0.101181,5,47,0,88.5359,-16.1525,1.23549,1.31903
-88.5207,0.952518,0.101181,3,15,0,89.6095,-15.8047,1.11584,1.373
-87.8785,0.947695,0.101181,4,15,0,90.6009,-16.6791,1.31512,1.33962
-88.0535,0.960387,0.101181,4,15,0,88.5239,-16.8072,1.25491,1.41671
-88.5189,1,0.101181,5,31,0,88.9633,-17.5075,1.34676,1.41883
-89.2197,0.864802,0.101181,4,15,0,89.9096,-17.4069,1.29705,1.47981
-88.5806,0.942181,0.101181,3,11,0,90.0019,-16.9049,1.29373,1.41464
-89.0555,0.990161,0.101181,4,15,0,89.8129,-17.2046,1.38713,1.34354
-89.3252,0.988641,0.101181,3,7,0,89.5711,-17.0878,1.39109,1.32307
-89.009,0.944329,0.101181,5,47,0,90.6155,-14.0907,0.988745,1.24273
-87.3309,0.889706,0.101181,4,15,0,90.1477,-13.7589,1.03973,1.13972
-87.8208,0.838985,0.101181,1,1,0,87.8407,-13.6884,1.04323,1.14067
-87.5373,0.968651,0.101181,4,17,0,88.5678,-13.544,1.01748,1.10744
-87.0312,0.996153,0.101181,4,23,0,88.4626,-14.5436,1.07067,1.22489
-87.4308,0.935144,0.101181,5,31,0,87.8942,-16.5089,1.24537,1.34963
-87.2389,0.999727,0.101181,3,15,0,88.2668,-16.1433,1.25879,1.30837
-86.8057,0.999897,0.101181,5,35,0,87.834,-14.7418,1.10767,1.20401
-86.9764,0.822646,0.101181,5,55,0,88.9004,-14.3559,1.0931,1.18757
-88.1413,0.998738,0.101181,4,31,0,88.9392,-14.8665,1.05729,1.29469
-91.6863,0.47915,0.101181,2,3,0,92.0054,-14.5558,1.06311,1.30124
-88.4381,0.700679,0.101181,4,19,0,94.2978,-15.9617,1.29655,1.25563
-87.1172,0.99908,0.101181,4,15,0,88.5784,-16.1939,1.21591,1.33758
-90.4514,0.985909,0.101181,4,15,0,90.7194,-15.6254,1.06601,1.40227
-88.1356,0.999068,0.101181,3,7,0,91.0433,-15.8175,1.12761,1.36393
-87.2342,0.930932,0.101181,2,7,0,88.7071,-15.8484,1.16467,1.33419
-87.2342,0.546385,0.101181,1,3,0,89.3639,-15.8484,1.16467,1.33419
-87.0718,0.982957,0.101181,3,15,0,88.5433,-15.9026,1.24332,1.28165
-89.9322,0.479845,0.101181,2,3,0,90.1986,-15.6293,1.25085,1.28551
-90.1242,0.9591,0.101181,2,7,0,91.4512,-16.1483,1.19209,1.29004
-88.5203,0.999745,0.101181,4,19,0,90.3346,-15.1803,1.22376,1.21817
-87.8152,0.938752,0.101181,4,23,0,91.5556,-13.6726,1.06375,1.07587
-87.7328,0.992594,0.101181,4,15,0,88.7163,-14.1209,1.13021,1.10958
-86.8549,0.695585,0.101181,4,23,0,89.7596,-14.8974,1.14383,1.22617
-86.7525,0.992158,0.101181,4,23,0,87.0131,-15.4058,1.16896,1.25104
-86.9351,0.998716,0.101181,5,31,0,86.9894,-15.8766,1.20302,1.29204
-87.3429,0.9645,0.101181,3,15,0,87.5868,-15.8071,1.15844,1.31947
-87.1812,0.828438,0.101181,3,15,0,88.6178,-16.0898,1.19577,1.34383
-87.9488,0.985886,0.101181,2,7,0,89.197,-16.0878,1.16772,1.38144
-87.4174,0.962797,0.101181,5,47,0,89.079,-14.0502,1.09505,1.1074
-86.988,0.985021,0.101181,5,47,0,88.539,-15.7563,1.17034,1.31666
-88.2315,0.777869,0.101181,5,37,0,89.7684,-14.1807,1.09483,1.1046
-90.023,0.99553,0.101181,3,7,0,90.4083,-13.6569,1.13742,1.0402
-90.1063,0.981236,0.101181,2,3,0,90.5837,-13.5941,1.13137,1.03944
-87.8991,0.932832,0.101181,4,15,0,90.5206,-13.3947,0.987001,1.12702
-88.1595,0.539613,0.101181,2,3,0,89.9129,-13.3931,1.00324,1.12929
-88.1595,0.399077,0.101181,1,1,0,89.7983,-13.3931,1.00324,1.12929
-88.3894,0.997698,0.101181,2,7,0,88.4955,-13.4912,0.980292,1.11624
-88.6234,1,0.101181,4,15,0,88.9116,-13.0266,0.978631,1.09469
-89.0162,0.989947,0.101181,2,3,0,89.0843,-13.0974,0.94916,1.08276
-88.8194,0.895471,0.101181,3,15,0,90.9729,-12.6888,0.949148,1.05259
-88.1098,0.979547,0.101181,3,11,0,89.1653,-13.1211,0.996556,1.06093
-88.9777,0.73234,0.101181,2,7,0,90.374,-12.954,1.02317,1.04044
-89.316,0.994898,0.101181,3,15,0,90.5496,-13.5038,1.07393,1.02421
-89.6501,0.737247,0.101181,3,7,0,91.2534,-13.5838,1.0949,1.01788
-89.288,0.828809,0.101181,2,7,0,92.2243,-13.4266,1.09468,1.04819
-88.8996,1,0.101181,1,3,0,89.4964,-13.4928,1.09648,1.03745
-88.5797,1,0.101181,3,7,0,89.0381,-13.4991,1.08627,1.04143
-92.5471,0.800772,0.101181,5,39,0,94.1353,-18.4059,1.29289,1.58905
-91.4597,0.930505,0.101181,3,7,0,93.3513,-18.4095,1.32279,1.57485
-93.6396,0.995312,0.101181,3,7,0,93.8071,-18.3403,1.26289,1.62592
-91.0245,0.916119,0.101181,4,15,0,96.7766,-18.7109,1.42591,1.51078
-92.6805,0.886877,0.101181,2,3,0,92.9486,-18.8818,1.42986,1.50519
-92.4909,0.994574,0.101181,4,15,0,93.2136,-18.1162,1.37901,1.55314
-90.5382,0.928541,0.101181,2,3,0,93.0474,-18.4969,1.38231,1.54787
-87.0533,0.998143,0.101181,5,31,0,91.5317,-15.8119,1.17423,1.32542
-88.1412,0.966465,0.101181,2,7,0,88.8123,-15.8582,1.13102,1.36659
-88.1015,1,0.101181,2,3,0,88.1982,-15.8523,1.1357,1.36945
-87.356,0.825846,0.101181,4,15,0,89.0393,-16.0757,1.18303,1.34529
-87.411,0.951789,0.101181,4,15,0,88.1027,-15.5587,1.16963,1.3145
-87.6336,1,0.101181,4,31,0,89.2315,-13.79,1.08786,1.09809
-88.7383,0.467683,0.101181,3,15,0,92.5798,-13.8711,1.12954,1.0838
-88.7286,0.901957,0.101181,5,31,0,91.24,-16.8528,1.22209,1.44774
-88.4791,0.966237,0.101181,5,47,0,89.0801,-13.7514,0.97251,1.17625
-88.4252,0.970786,0.101181,4,31,0,88.8393,-13.5884,0.977436,1.17417
-87.717,0.974919,0.101181,3,7,0,88.6288,-13.5754,1.01253,1.14065
-87.0757,0.999183,0.101181,4,31,0,89.6641,-15.1217,1.10942,1.28005
-86.8828,0.99988,0.101181,4,15,0,87.1438,-15.5393,1.21253,1.23883
-88.2715,0.933788,0.101181,5,31,0,88.8084,-16.7096,1.22937,1.42487
-89.8869,0.975997,0.101181,4,15,0,90.669,-17.6101,1.26705,1.50545
-87.9302,0.995838,0.101181,5,31,0,90.0918,-16.2923,1.30529,1.2874
-87.2667,0.972351,0.101181,3,15,0,89.6116,-16.406,1.27201,1.32446
-87.0112,0.999289,0.101181,4,31,0,87.6806,-16.1703,1.23243,1.32295
-89.3331,0.646423,0.101181,2,7,0,89.9924,-16.4651,1.23227,1.31279
-87.1203,1,0.101181,2,3,0,89.4982,-16.048,1.23878,1.31362
-87.5377,0.921791,0.101181,2,7,0,87.813,-16.2688,1.24985,1.29692
-87.7187,0.996884,0.101181,4,31,0,89.1452,-14.8137,1.06421,1.27797
-87.5682,0.916797,0.101181,5,63,0,90.0983,-16.2175,1.20359,1.33319
-89.305,0.85678,0.101181,4,31,0,90.4626,-14.9625,1.09902,1.31042
-88.3658,1,0.101181,2,3,0,89.4286,-15.2564,1.07406,1.30805
-87.7792,0.953996,0.101181,3,15,0,90.8546,-15.0896,1.22091,1.16887
-87.4496,0.900121,0.101181,4,31,0,88.7051,-14.8326,1.14652,1.16581
-87.8269,0.929637,0.101181,3,9,0,89.8769,-14.7091,1.18869,1.1349
-91.0105,0.570241,0.101181,2,7,0,93.1158,-14.948,1.19228,1.10469
-88.8932,1,0.101181,4,19,0,91.7111,-13.5361,1.00924,1.1615
-87.5029,0.953416,0.101181,5,31,0,89.479,-14.3692,1.14684,1.13402
-88.7413,0.905046,0.101181,4,15,0,89.1266,-14.6276,1.20133,1.13708
-88.3835,0.726459,0.101181,4,31,0,93.1757,-16.1142,1.2622,1.24749
-87.2486,0.999865,0.101181,4,15,0,88.5714,-15.2003,1.12691,1.24378
-87.4324,0.999643,0.101181,4,31,0,87.9882,-15.4558,1.1179,1.31097
-87.7109,0.859474,0.101181,4,31,0,88.7098,-15.0161,1.13564,1.27121
-87.9703,0.875639,0.101181,4,27,0,90.0519,-13.9925,1.11556,1.08099
-86.9513,0.990679,0.101181,3,15,0,88.7148,-14.334,1.07126,1.19656
-87.9962,0.50738,0.101181,3,15,0,91.1785,-14.5408,1.08117,1.24697
-88.4699,0.998437,0.101181,5,31,0,88.7496,-16.2317,1.30157,1.30244
-87.6953,0.983515,0.101181,4,15,0,89.1291,-15.7811,1.16266,1.29516
-87.5394,0.993795,0.101181,5,35,0,88.4888,-13.5054,1.03265,1.09239
-87.8774,0.981624,0.101181,4,15,0,87.9887,-13.4462,0.986755,1.12019
-88.2222,0.89541,0.101181,3,15,0,89.124,-13.4129,0.997454,1.13761
-86.9504,0.992294,0.101181,4,15,0,88.3554,-14.3331,1.10311,1.14829
-87.0484,0.986174,0.101181,4,15,0,87.1357,-14.2116,1.10732,1.14167
-87.9088,0.898866,0.101181,5,39,0,89.5245,-16.4921,1.22039,1.3578
-87.8835,0.998275,0.101181,4,23,0,89.5698,-15.3769,1.09881,1.30402
-90.1736,0.954716,0.101181,4,31,0,90.7722,-14.3985,1.17534,1.05892
-91.6589,0.707559,0.101181,4,15,0,92.9422,-14.2323,1.20734,1.09002
-87.8734,0.99944,0.101181,5,35,0,92.6295,-16.8167,1.27461,1.40064
-88.0155,0.955228,0.101181,2,3,0,88.1709,-16.9761,1.27348,1.39345
-86.7756,0.98932,0.101181,5,31,0,88.4866,-15.3598,1.19578,1.23607
-87.7346,0.817519,0.101181,2,3,0,87.8761,-15.2017,1.20247,1.23516
-86.7449,0.96179,0.101181,4,27,0,88.0568,-15.6644,1.18557,1.2882
-88.4746,0.652779,0.101181,4,23,0,90.1269,-15.0901,1.14496,1.18681
-90.7506,0.950182,0.101181,3,15,0,91.7793,-15.6806,1.26059,1.15965
-89.1234,0.852004,0.101181,4,15,0,94.7862,-14.2438,1.03523,1.24945
-87.418,0.978003,0.101181,5,39,0,89.4885,-16.2073,1.25194,1.33318
-87.1181,0.999346,0.101181,5,37,0,87.6277,-14.0595,1.05468,1.1718
-87.5306,0.992888,0.101181,4,23,0,88.466,-14.6377,1.06231,1.25642
-87.4564,0.992631,0.101181,4,15,0,88.3481,-14.329,1.03684,1.21928
-87.0445,0.757464,0.101181,4,23,0,88.78,-14.1198,1.05059,1.1737
-87.2716,0.925,0.101181,2,3,0,87.4693,-14.0527,1.04674,1.18135
-87.0484,0.991553,0.101181,4,15,0,88.2307,-14.3639,1.09289,1.15484
-87.5195,0.974386,0.101181,4,31,0,88.5309,-15.1459,1.10472,1.29992
-87.9136,0.910302,0.101181,4,15,0,89.3172,-14.316,1.14727,1.13932
-87.9924,0.990805,0.101181,2,3,0,88.0924,-14.6234,1.13946,1.13371
-87.2789,0.896295,0.101181,2,3,0,88.6297,-14.5282,1.1516,1.13904
-87.2523,0.963181,0.101181,5,31,0,88.3454,-15.4923,1.13119,1.29786
-86.7437,0.990592,0.101181,4,31,0,89.3121,-15.211,1.17961,1.23249
-86.7191,0.934018,0.101181,4,27,0,87.2012,-14.6722,1.10403,1.21484
-87.4954,0.685429,0.101181,2,3,0,88.5191,-14.9386,1.11221,1.21029
-86.9568,0.707325,0.101181,3,15,0,91.0079,-15.1909,1.19008,1.20137
-87.3549,0.865012,0.101181,5,31,0,88.8223,-16.0951,1.20468,1.31441
-88.2438,0.954061,0.101181,3,15,0,88.5024,-16.1098,1.25751,1.2523
-88.0322,0.949304,0.101181,4,15,0,89.1559,-15.9615,1.28966,1.23298
-87.5045,0.870444,0.101181,4,15,0,89.3694,-16.5204,1.2494,1.34366
-87.3647,0.878629,0.101181,4,19,0,89.7941,-16.1918,1.27668,1.28602
-88.5103,0.803985,0.101181,3,11,0,91.4398,-16.3872,1.17009,1.40553
-87.7038,0.886804,0.101181,4,31,0,90.783,-14.7708,1.15279,1.2171
-86.7413,0.997822,0.101181,3,15,0,87.6759,-14.4986,1.10765,1.18554
-88.344,0.998999,0.101181,4,31,0,89.2322,-13.0608,1.01729,1.0392
-87.1402,0.748293,0.101181,4,23,0,91.1489,-14.7347,1.16466,1.17682
-87.0924,0.99038,0.101181,3,15,0,88.5815,-14.6466,1.08973,1.23632
-86.8634,0.985294,0.101181,5,39,0,87.3651,-15.5606,1.21512,1.24667
-86.8665,0.869773,0.101181,5,35,0,87.6471,-14.2674,1.09645,1.15721
-87.7479,0.999775,0.101181,4,15,0,87.8198,-13.3479,1.00987,1.08571
-87.7081,0.99572,0.101181,4,15,0,87.7987,-13.3554,1.01839,1.08368
-87.7378,0.853553,0.101181,2,7,0,88.3462,-13.4006,1.02659,1.09698
-88.2996,0.82255,0.101181,3,11,0,89.1715,-13.6852,1.02553,1.09569
-91.2617,0.766199,0.101181,3,11,0,91.7847,-13.4416,1.02317,1.02952
-89.3863,0.975918,0.101181,4,15,0,91.3626,-13.4479,0.95385,1.1239
-88.9971,0.816374,0.101181,4,19,0,91.4444,-13.972,1.1256,1.05318
-88.278,0.997124,0.101181,2,7,0,89.9296,-13.9815,1.11707,1.07123
-87.7223,1,0.101181,5,47,0,88.6235,-15.4249,1.10476,1.317
-88.5567,0.865458,0.101181,2,7,0,89.5801,-15.3195,1.07218,1.33013
-87.4052,0.887244,0.101181,3,15,0,91.0234,-15.356,1.19085,1.26762
-86.781,0.932334,0.101181,4,31,0,88.7609,-15.774,1.20552,1.28325
-87.2687,0.999368,0.101181,4,15,0,87.3941,-16.3815,1.23833,1.35715
-90.0427,0.794287,0.101181,4,31,0,90.7981,-18.0078,1.34386,1.47134
-89.7497,0.996852,0.101181,4,15,0,90.2979,-17.8972,1.37008,1.42968
-89.0126,0.984954,0.101181,2,3,0,89.7979,-17.7471,1.37492,1.44667
-88.9936,0.81893,0.101181,2,3,0,90.1501,-17.7798,1.37696,1.44397
-88.97,0.982476,0.101181,3,7,0,89.24,-17.647,1.37758,1.43169
-89.2549,0.938382,0.101181,5,31,0,89.9744,-17.6538,1.36348,1.40265
-89.2087,0.981527,0.101181,4,15,0,90.4054,-17.9252,1.37883,1.46454
-90.2837,0.965341,0.101181,3,11,0,90.6283,-18.2603,1.43984,1.47419
-88.3897,0.952828,0.101181,4,15,0,91.6212,-17.3767,1.32227,1.41416
-88.3201,0.999124,0.101181,4,23,0,89.4202,-16.9672,1.33731,1.3324
-87.1894,0.91154,0.101181,4,15,0,90.0693,-15.6821,1.20488,1.29804
-88.6491,0.834419,0.101181,2,3,0,88.7598,-15.613,1.21491,1.30491
-88.7724,0.986008,0.101181,4,31,0,90.8665,-13.7901,1.04797,1.17045
-87.1785,0.92619,0.101181,2,7,0,89.3919,-14.1166,1.07442,1.13471
-89.1855,0.725593,0.101181,3,15,0,89.8043,-14.6415,1.12071,1.13388
-88.7336,1,0.101181,5,39,0,89.4656,-16.0861,1.238,1.35486
-87.4298,0.993504,0.101181,4,23,0,89.1134,-15.7175,1.14198,1.332
-87.0578,0.985163,0.101181,4,31,0,88.693,-14.7034,1.09575,1.23965
-87.4253,0.972684,0.101181,2,7,0,88.2884,-14.6814,1.05995,1.25291
-87.3891,0.992208,0.101181,2,3,0,87.4818,-14.7131,1.06217,1.24981
-87.519,0.984515,0.101181,4,15,0,88.6247,-15.0883,1.0975,1.29558
-86.9844,0.938489,0.101181,4,31,0,88.4308,-14.811,1.16667,1.1793
-88.7475,0.626761,0.101181,1,3,0,89.1254,-15.0295,1.15226,1.16839
-87.0134,0.997359,0.101181,4,31,0,89.2015,-14.1542,1.05396,1.17394
-90.7753,0.957426,0.101181,5,39,0,92.609,-18.6149,1.44785,1.52021
-90.6977,1,0.101181,1,1,0,90.7686,-18.6251,1.4468,1.51854
-89.7409,0.882324,0.101181,5,39,0,92.2727,-12.9463,0.954056,1.04249
-89.1877,1,0.101181,1,1,0,89.7503,-12.8936,0.958066,1.04097
-88.3678,0.997098,0.101181,4,15,0,89.1571,-13.0235,1.01325,1.04586
-88.4945,0.888327,0.101181,5,47,0,90.1258,-16.4301,1.31063,1.26365
-87.8171,0.971979,0.101181,4,15,0,89.0258,-16.5708,1.28733,1.31144
-88.2679,0.981566,0.101181,3,15,0,90.6154,-16.6248,1.31187,1.29441
-87.5763,0.970359,0.101181,3,15,0,88.9539,-16.3825,1.268,1.34579
-87.3003,0.973733,0.101181,2,3,0,87.6911,-16.5218,1.26294,1.34823
-86.9602,0.985218,0.101181,4,31,0,90.104,-15.9152,1.23674,1.27701
-87.1392,0.934859,0.101181,4,31,0,88.7919,-14.7788,1.1611,1.16073
-86.897,0.994112,0.101181,4,15,0,87.6815,-14.3371,1.08371,1.16607
-86.6741,0.995175,0.101181,6,63,0,87.2958,-14.7826,1.1384,1.19524
-89.7862,0.687526,0.101181,3,15,0,90.214,-14.5859,1.19847,1.15687
-89.7862,0.532727,0.101181,1,3,0,92.9305,-14.5859,1.19847,1.15687
-86.6548,0.99801,0.101181,3,11,0,90.0276,-14.7132,1.11432,1.20614
-87.7717,0.811328,0.101181,3,11,0,88.2144,-14.8727,1.11438,1.19248
-86.7394,0.97512,0.101181,3,11,0,88.1908,-14.6438,1.11347,1.20687
-86.8201,0.992483,0.101181,2,7,0,86.8464,-14.7405,1.10345,1.2082
-87.1048,0.982806,0.101181,4,23,0,87.1598,-14.8309,1.08891,1.23214
-87.1891,0.997033,0.101181,4,31,0,87.9503,-15.4291,1.12876,1.29035
-87.7005,0.852448,0.101181,1,1,0,87.7282,-15.4748,1.12357,1.28793
-89.5824,0.547724,0.101181,1,1,0,89.6706,-15.5693,1.11535,1.28144
-91.9695,0.790953,0.101181,4,31,0,93.6959,-16.2613,1.12675,1.3654
-87.7706,0.995283,0.101181,4,15,0,93.0224,-16.1074,1.16697,1.36484
-87.7135,0.982768,0.101181,4,15,0,88.5073,-16.3322,1.21295,1.38343
-88.675,0.984852,0.101181,4,15,0,89.6813,-16.1706,1.14516,1.40141
-89.816,0.69204,0.101181,1,3,0,90.4156,-15.9491,1.16093,1.40417
-88.2949,0.971075,0.101181,4,15,0,91.562,-15.15,1.16619,1.18053
-88.3326,0.972615,0.101181,5,35,0,89.204,-16.2889,1.22764,1.30271
-87.3151,0.659275,0.101181,2,7,0,91.8449,-16.0004,1.18775,1.35001
-86.9873,0.985767,0.101181,4,31,0,90.0895,-14.6038,1.0772,1.2135
-86.7641,0.995402,0.101181,4,15,0,87.0993,-14.8252,1.11462,1.21167
-86.91,0.872391,0.101181,4,19,0,87.5743,-15.1108,1.12009,1.24886
-87.4959,0.877343,0.101181,4,23,0,88.1855,-14.3149,1.09424,1.19441
-87.0348,0.999561,0.101181,2,7,0,87.5617,-14.5696,1.09843,1.17856
-86.9054,0.952525,0.101181,3,15,0,87.7131,-14.8992,1.09919,1.25068
-89.1252,0.992965,0.101181,4,23,0,90.853,-17.8484,1.38413,1.44896
-87.5282,0.936482,0.101181,5,47,0,92.064,-15.5085,1.1197,1.3124
-87.4616,0.983668,0.101181,4,31,0,87.7465,-15.5375,1.21572,1.21489
-89.0572,0.870385,0.101181,4,31,0,90.5143,-16.6453,1.18504,1.4441
-88.7842,0.930704,0.101181,5,35,0,91.4588,-14.2719,1.16824,1.07706
-89.4355,0.725608,0.101181,2,3,0,90.1531,-14.4497,1.17745,1.07407
-90.54,0.859139,0.101181,2,3,0,90.6891,-14.1973,1.19778,1.07339
-89.6976,0.982933,0.101181,4,31,0,91.7449,-16.1597,1.12009,1.39893
-87.7356,0.994856,0.101181,4,31,0,92.1775,-14.9711,1.07923,1.2527
-87.6363,0.829193,0.101181,4,31,0,90.3653,-15.1191,1.08299,1.29395
-88.5819,0.85263,0.101181,2,3,0,88.9676,-15.0221,1.08657,1.31431
-88.068,0.984672,0.101181,4,19,0,89.5747,-14.2291,1.13831,1.09144
-88.8406,0.724201,0.101181,4,23,0,90.6784,-15.4513,1.07967,1.32729
-87.0335,0.735262,0.101181,3,15,0,92.1795,-15.3431,1.18881,1.21618
-86.9821,1,0.101181,4,19,0,87.2684,-15.6205,1.20228,1.24809
-88.1735,0.476255,0.101181,3,11,0,92.5152,-15.9002,1.25331,1.22722
-88.0264,0.952638,0.101181,3,15,0,89.0471,-15.5967,1.23555,1.26962
-89.1821,0.997855,0.101181,4,31,0,90.3786,-15.2678,1.2456,1.13933
-89.9533,0.736428,0.101181,3,7,0,91.0234,-15.0143,1.25219,1.16231
-91.9347,0.99509,0.101181,4,31,0,95.4681,-16.278,1.38433,1.23551
-87.6816,0.962053,0.101181,5,39,0,93.1957,-13.8637,1.02384,1.17775
-87.711,0.943751,0.101181,3,13,0,89.3901,-13.5112,1.01308,1.09976
-91.1064,0.890034,0.101181,5,39,0,94.0115,-16.7957,1.15781,1.49836
-86.9219,0.92869,0.101181,4,15,0,92.7975,-16.0192,1.22936,1.29969
-87.2896,0.900874,0.101181,4,23,0,88.4609,-15.1791,1.17046,1.19905
-87.4268,0.955272,0.101181,1,1,0,87.5849,-15.208,1.17075,1.19987
-87.2203,0.874924,0.101181,2,7,0,88.8324,-14.9487,1.16956,1.21789
-89.1237,0.762056,0.101181,2,7,0,89.722,-14.7878,1.16406,1.2294
-87.4478,0.925973,0.101181,2,7,0,89.7423,-15.0448,1.10705,1.23524
# 
#  Elapsed Time: 0.158 seconds (Warm-up)
#                0.27 seconds (Sampling)
#                0.428 seconds (Total)
# 
